This file was created using the 201705 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
19920414    ,1.19   ,-0.69   ,-0.49    ,0.01
19920415    ,0.98   ,-0.64    ,0.13    ,0.01
19920416    ,0.32    ,0.19   ,-0.09    ,0.01
19920417   ,-0.58    ,0.42    ,0.15    ,0.01
19920420   ,-1.08    ,0.73    ,0.33    ,0.01
19920421   ,-0.43    ,0.12    ,0.34    ,0.01
19920422    ,0.27   ,-0.13    ,0.02    ,0.01
19920423    ,1.02   ,-0.85   ,-0.12    ,0.01
19920424    ,0.39    ,0.23    ,0.40    ,0.01
19920427    ,0.62    ,0.03    ,0.10    ,0.01
19920428    ,0.01    ,0.01    ,0.15    ,0.01
19920429    ,0.08   ,-0.02    ,0.17    ,0.01
19920430    ,0.09    ,0.23   ,-0.05    ,0.01
19920501    ,0.48    ,0.32   ,-0.04    ,0.01
19920504    ,0.01   ,-0.01    ,0.16    ,0.01
19920505    ,0.08    ,0.17    ,0.02    ,0.01
19920506    ,1.53   ,-0.77   ,-0.26    ,0.01
19920507    ,1.09   ,-0.59   ,-0.01    ,0.01
19920508   ,-0.22    ,0.34   ,-0.03    ,0.01
19920511    ,0.89    ,0.18   ,-0.07    ,0.01
19920512    ,1.26    ,0.33   ,-0.34    ,0.01
19920513    ,0.66    ,0.02   ,-0.28    ,0.01
19920514   ,-0.05    ,0.50    ,0.07    ,0.01
19920515   ,-1.80    ,1.19    ,0.35    ,0.01
19920518    ,1.96   ,-1.02   ,-0.21    ,0.01
19920519    ,0.56   ,-0.24    ,0.04    ,0.01
19920520   ,-0.09   ,-0.05    ,0.11    ,0.01
19920521   ,-0.72    ,0.27    ,0.11    ,0.01
19920522   ,-0.17    ,0.22    ,0.08    ,0.01
19920525    ,0.64   ,-0.35    ,0.07    ,0.01
19920526   ,-0.34    ,0.64    ,0.25    ,0.01
19920527   ,-1.64    ,0.31    ,0.11    ,0.01
19920528    ,0.32   ,-0.17   ,-0.05    ,0.01
19920529    ,2.09   ,-0.82    ,0.13    ,0.01
19920601   ,-0.48    ,0.40   ,-0.07    ,0.01
19920602    ,0.06   ,-0.17    ,0.11    ,0.01
19920603   ,-0.30    ,0.10    ,0.14    ,0.01
19920604   ,-0.26    ,0.34    ,0.14    ,0.01
19920605    ,0.08    ,0.22   ,-0.07    ,0.01
19920608   ,-0.62    ,0.08    ,0.03    ,0.01
19920609   ,-0.06   ,-0.12   ,-0.32    ,0.01
19920610   ,-0.18   ,-0.05   ,-0.19    ,0.01
19920611    ,0.26   ,-0.08   ,-0.10    ,0.01
19920612   ,-0.56    ,0.49   ,-0.09    ,0.01
19920615   ,-0.85    ,0.53   ,-0.06    ,0.01
19920616    ,0.40   ,-0.48    ,0.08    ,0.01
19920617   ,-1.66    ,0.75    ,0.08    ,0.01
19920618   ,-1.15    ,0.67    ,0.16    ,0.01
19920619    ,0.78   ,-0.85    ,0.16    ,0.01
19920622   ,-1.24    ,0.95    ,0.21    ,0.01
19920623    ,0.27   ,-0.55   ,-0.01    ,0.01
19920624   ,-0.10    ,0.40    ,0.26    ,0.01
19920625    ,1.44   ,-0.92    ,0.13    ,0.01
19920626   ,-0.78    ,0.65    ,0.03    ,0.01
19920629    ,0.22    ,0.12    ,0.20    ,0.01
19920630   ,-0.03   ,-0.42   ,-0.11    ,0.01
19920701    ,0.81   ,-0.79   ,-0.10    ,0.01
19920702    ,1.31   ,-0.51   ,-0.38    ,0.01
19920703    ,0.05    ,0.02   ,-0.07    ,0.01
19920706   ,-0.34    ,0.35    ,0.09    ,0.01
19920707   ,-0.03    ,0.09   ,-0.03    ,0.01
19920708   ,-0.49   ,-0.07    ,0.08    ,0.01
19920709   ,-0.46   ,-0.57   ,-0.11    ,0.01
19920710    ,0.71   ,-0.04   ,-0.01    ,0.01
19920713    ,0.85   ,-0.34    ,0.02    ,0.01
19920714   ,-0.51   ,-0.08   ,-0.13    ,0.01
19920715    ,0.46   ,-0.03   ,-0.03    ,0.01
19920716   ,-0.22    ,0.13   ,-0.20    ,0.01
19920717   ,-0.70    ,0.73   ,-0.02    ,0.01
19920720   ,-3.34    ,1.09   ,-0.32    ,0.01
19920721   ,-0.12   ,-0.46    ,0.08    ,0.01
19920722   ,-1.88    ,0.62    ,0.22    ,0.01
19920723    ,0.85   ,-1.09   ,-0.27    ,0.01
19920724   ,-2.08    ,0.77    ,0.19    ,0.01
19920727    ,0.18    ,0.22    ,0.13    ,0.01
19920728    ,0.48   ,-0.69    ,0.05    ,0.01
19920729   ,-0.44   ,-0.58    ,0.01    ,0.01
19920730    ,0.68   ,-0.72   ,-0.46    ,0.01
19920731    ,0.86   ,-0.49   ,-0.18    ,0.01
19920803   ,-0.21    ,0.06    ,0.28    ,0.01
19920804   ,-0.31   ,-0.18    ,0.26    ,0.01
19920805   ,-0.09   ,-0.65    ,0.02    ,0.01
19920806   ,-0.37   ,-0.11   ,-0.07    ,0.01
19920807   ,-0.82    ,0.45    ,0.04    ,0.01
19920810   ,-1.76    ,0.44    ,0.15    ,0.01
19920811   ,-1.29    ,0.00    ,0.14    ,0.01
19920812   ,-0.52   ,-0.40   ,-0.15    ,0.01
19920813    ,0.42   ,-0.90   ,-0.09    ,0.01
19920814    ,0.31   ,-0.70   ,-0.33    ,0.01
19920817    ,0.75   ,-0.45   ,-0.04    ,0.01
19920818   ,-1.38    ,0.95    ,0.25    ,0.01
19920819    ,0.41   ,-0.64   ,-0.42    ,0.01
19920820    ,1.55   ,-1.21   ,-0.51    ,0.01
19920821    ,3.66   ,-2.15   ,-1.06    ,0.01
19920824    ,1.96    ,0.02   ,-0.78    ,0.01
19920825   ,-1.19    ,1.37    ,0.38    ,0.01
19920826   ,-0.10    ,0.01    ,0.00    ,0.01
19920827    ,2.43   ,-1.24   ,-0.67    ,0.01
19920828    ,1.97   ,-0.22   ,-0.18    ,0.01
19920831    ,0.41    ,0.78   ,-0.46    ,0.01
19920901   ,-0.28    ,0.81   ,-0.44    ,0.01
19920902   ,-0.69    ,0.01    ,0.29    ,0.01
19920903    ,1.31   ,-2.26   ,-0.68    ,0.01
19920904    ,1.33   ,-0.39   ,-0.29    ,0.01
19920907   ,-0.52    ,0.43    ,0.27    ,0.01
19920908   ,-0.38    ,0.55    ,0.34    ,0.01
19920909   ,-0.46   ,-0.65   ,-0.25    ,0.01
19920910    ,0.24    ,0.38   ,-0.16    ,0.01
19920911   ,-2.68    ,0.91    ,0.27    ,0.01
19920914    ,0.58   ,-1.35    ,0.20    ,0.01
19920915   ,-0.80    ,0.50   ,-0.04    ,0.01
19920916   ,-2.88    ,0.15    ,0.11    ,0.01
19920917    ,1.63   ,-0.85    ,0.02    ,0.01
19920918   ,-0.02   ,-0.59    ,0.06    ,0.01
19920921    ,0.12    ,0.52   ,-0.05    ,0.01
19920922    ,1.02   ,-0.60   ,-0.38    ,0.01
19920923    ,0.32   ,-0.05   ,-0.14    ,0.01
19920924    ,0.39   ,-0.22   ,-0.60    ,0.01
19920925   ,-0.12    ,0.50    ,0.19    ,0.01
19920928   ,-0.42    ,1.21    ,0.09    ,0.01
19920929    ,0.45    ,0.15   ,-0.30    ,0.01
19920930   ,-1.05    ,0.73    ,0.37    ,0.01
19921001   ,-0.68   ,-0.25    ,0.25    ,0.01
19921002    ,0.06    ,0.23   ,-0.12    ,0.01
19921005   ,-2.36    ,1.12    ,0.08    ,0.01
19921006    ,0.20   ,-0.92   ,-0.32    ,0.01
19921007   ,-0.12   ,-0.31   ,-0.01    ,0.01
19921008   ,-0.91   ,-0.39   ,-0.02    ,0.01
19921009   ,-0.09    ,0.22    ,0.12    ,0.01
19921012    ,1.20   ,-0.55   ,-0.13    ,0.01
19921013    ,0.65   ,-0.60   ,-0.13    ,0.01
19921014   ,-0.07    ,0.22    ,0.10    ,0.01
19921015    ,0.35   ,-0.30    ,0.29    ,0.01
19921016   ,-0.76    ,0.10    ,0.09    ,0.01
19921019   ,-1.54    ,0.33    ,0.26    ,0.01
19921020   ,-0.55   ,-0.66   ,-0.01    ,0.01
19921021    ,0.27   ,-0.26    ,0.04    ,0.01
19921022    ,1.14   ,-0.01    ,0.11    ,0.01
19921023   ,-0.27   ,-0.27   ,-0.13    ,0.01
19921026   ,-0.96    ,0.35    ,0.36    ,0.01
19921027    ,0.39   ,-0.22   ,-0.08    ,0.01
19921028   ,-1.02    ,0.51    ,0.08    ,0.01
19921029   ,-0.31    ,0.24   ,-0.04    ,0.01
19921030   ,-0.34   ,-0.18    ,0.29    ,0.01
19921102   ,-0.57   ,-0.36   ,-0.14    ,0.01
19921103    ,0.97   ,-0.23    ,0.10    ,0.01
19921104   ,-0.17   ,-0.39   ,-0.25    ,0.01
19921105   ,-0.20    ,0.13   ,-0.26    ,0.01
19921106   ,-1.02    ,0.38   ,-0.08    ,0.01
19921109   ,-1.46    ,0.37    ,0.55    ,0.01
19921110    ,0.42   ,-0.81   ,-0.02    ,0.01
19921111   ,-0.06    ,0.12    ,0.15    ,0.01
19921112    ,0.54   ,-0.55    ,0.18    ,0.01
19921113    ,0.09    ,0.31    ,0.03    ,0.01
19921116   ,-1.58    ,0.46    ,0.02    ,0.01
19921117   ,-0.40    ,0.10    ,0.28    ,0.01
19921118    ,1.85   ,-1.46   ,-1.06    ,0.01
19921119    ,0.54   ,-0.12   ,-0.18    ,0.01
19921120   ,-0.68    ,0.00   ,-0.15    ,0.01
19921123   ,-0.06    ,0.19   ,-0.20    ,0.01
19921124    ,0.29   ,-0.14    ,0.04    ,0.01
19921125    ,0.71   ,-0.09   ,-0.15    ,0.01
19921126    ,0.26   ,-0.08    ,0.14    ,0.01
19921127    ,0.08   ,-0.03   ,-0.15    ,0.01
19921130    ,0.74   ,-0.40   ,-0.03    ,0.01
19921201    ,0.18    ,0.50    ,0.03    ,0.01
19921202   ,-0.21    ,0.18   ,-0.08    ,0.01
19921203   ,-0.38   ,-0.05   ,-0.32    ,0.01
19921204   ,-0.35    ,0.07    ,0.05    ,0.01
19921207    ,1.40   ,-0.26   ,-0.13    ,0.01
19921208    ,0.20   ,-0.15    ,0.10    ,0.01
19921209   ,-0.34    ,0.09    ,0.11    ,0.01
19921210    ,0.19   ,-0.11    ,0.02    ,0.01
19921211   ,-0.34    ,0.30   ,-0.05    ,0.01
19921214    ,0.07    ,0.30   ,-0.12    ,0.01
19921215    ,0.05   ,-0.19   ,-0.21    ,0.01
19921216    ,0.52    ,0.25    ,0.02    ,0.01
19921217    ,0.48   ,-0.20   ,-0.23    ,0.01
19921218    ,0.69   ,-0.64   ,-0.08    ,0.01
19921221    ,0.41   ,-0.13   ,-0.04    ,0.01
19921222   ,-0.32   ,-0.47    ,0.01    ,0.01
19921223   ,-0.24    ,0.22    ,0.08    ,0.01
19921224    ,0.20   ,-0.10    ,0.04    ,0.01
19921225   ,-0.27    ,0.24    ,0.21    ,0.01
19921228   ,-1.47    ,0.56    ,0.40    ,0.01
19921229    ,0.36   ,-0.14   ,-0.24    ,0.01
19921230   ,-0.60    ,0.82    ,0.33    ,0.01
19921231   ,-0.01    ,0.15   ,-0.12    ,0.01
19930101    ,0.01    ,0.00    ,0.02    ,0.01
19930104   ,-0.70   ,-0.10    ,0.06    ,0.01
19930105    ,0.85    ,0.10    ,0.13    ,0.01
19930106   ,-0.59    ,0.33    ,0.19    ,0.01
19930107   ,-0.13    ,0.36    ,0.11    ,0.01
19930108   ,-0.63    ,0.43    ,0.13    ,0.01
19930111    ,0.07    ,0.37    ,0.03    ,0.01
19930112   ,-0.30    ,0.14    ,0.03    ,0.01
19930113   ,-0.52    ,0.20    ,0.19    ,0.01
19930114    ,0.14   ,-0.22    ,0.30    ,0.01
19930115   ,-0.04   ,-0.04    ,0.07    ,0.01
19930118    ,0.88    ,0.03    ,0.29    ,0.01
19930119    ,0.26   ,-0.04    ,0.17    ,0.01
19930120    ,0.06    ,0.21    ,0.15    ,0.01
19930121   ,-0.49   ,-0.19    ,0.09    ,0.01
19930122    ,0.26    ,0.11    ,0.10    ,0.01
19930125    ,0.71    ,0.36   ,-0.22    ,0.01
19930126    ,0.41   ,-0.46   ,-0.04    ,0.01
19930127   ,-0.61    ,0.10    ,0.05    ,0.01
19930128    ,0.95   ,-0.61   ,-0.27    ,0.01
19930129   ,-0.63    ,0.15   ,-0.04    ,0.01
19930201   ,-0.45   ,-0.04   ,-0.01    ,0.01
19930202   ,-0.05    ,0.25    ,0.15    ,0.01
19930203    ,0.46   ,-0.19   ,-0.13    ,0.01
19930204   ,-0.12    ,0.33    ,0.26    ,0.01
19930205    ,0.82   ,-0.19    ,0.38    ,0.01
19930208    ,0.32    ,0.04    ,0.09    ,0.01
19930209    ,0.21    ,0.24    ,0.07    ,0.01
19930210   ,-0.21    ,0.20   ,-0.06    ,0.01
19930211    ,0.16   ,-0.02   ,-0.08    ,0.01
19930212    ,0.16    ,0.02    ,0.06    ,0.01
19930215    ,0.43   ,-0.37   ,-0.06    ,0.01
19930216    ,0.64    ,0.53   ,-0.04    ,0.01
19930217    ,0.13   ,-0.21    ,0.04    ,0.01
19930218    ,0.54    ,0.01    ,0.06    ,0.01
19930219    ,0.41   ,-0.02   ,-0.10    ,0.01
19930222    ,0.87    ,0.13   ,-0.04    ,0.01
19930223   ,-0.65    ,0.49   ,-0.13    ,0.01
19930224   ,-0.88    ,0.34    ,0.27    ,0.01
19930225    ,0.03   ,-0.21   ,-0.22    ,0.01
19930226    ,0.34   ,-0.63    ,0.14    ,0.01
19930301    ,0.16    ,0.18    ,0.34    ,0.01
19930302    ,0.68   ,-0.10   ,-0.07    ,0.01
19930303    ,0.59    ,0.11   ,-0.31    ,0.01
19930304   ,-0.14    ,0.41   ,-0.14    ,0.01
19930305   ,-0.54   ,-0.07   ,-0.14    ,0.01
19930308    ,2.46   ,-1.46   ,-0.20    ,0.01
19930309    ,0.24   ,-0.12   ,-0.05    ,0.01
19930310    ,0.06   ,-0.19    ,0.21    ,0.01
19930311    ,0.21    ,0.04    ,0.11    ,0.01
19930312   ,-0.37    ,0.62   ,-0.15    ,0.01
19930315   ,-0.24    ,0.19   ,-0.22    ,0.01
19930316    ,0.56    ,0.31   ,-0.17    ,0.01
19930317    ,0.45   ,-0.35    ,0.22    ,0.01
19930318    ,2.82   ,-0.90   ,-0.02    ,0.01
19930319    ,0.16    ,0.23    ,0.03    ,0.01
19930322   ,-0.21    ,0.21   ,-0.22    ,0.01
19930323   ,-0.61    ,0.37    ,0.08    ,0.01
19930324   ,-0.73    ,0.35    ,0.06    ,0.01
19930325    ,0.66   ,-0.25    ,0.21    ,0.01
19930326    ,1.56   ,-0.06    ,1.04    ,0.01
19930329    ,1.01   ,-0.07    ,0.47    ,0.01
19930330    ,0.32    ,0.37    ,0.25    ,0.01
19930331    ,0.53    ,0.36   ,-0.19    ,0.01
19930401    ,1.98   ,-1.05   ,-0.89    ,0.01
19930402    ,1.53   ,-1.20   ,-0.10    ,0.01
19930405    ,0.75   ,-0.26    ,0.65    ,0.01
19930406   ,-1.07    ,0.58    ,0.32    ,0.01
19930407    ,1.11   ,-0.69    ,0.44    ,0.01
19930408    ,0.86   ,-0.18    ,0.23    ,0.01
19930409    ,0.00    ,0.82    ,0.04    ,0.01
19930412    ,0.28    ,0.36   ,-0.08    ,0.01
19930413    ,2.08   ,-0.82    ,0.02    ,0.01
19930414   ,-0.67    ,1.06    ,0.56    ,0.01
19930415   ,-0.25    ,0.75    ,0.06    ,0.01
19930416   ,-0.67    ,0.68    ,0.16    ,0.01
19930419    ,0.78    ,0.09    ,0.01    ,0.01
19930420    ,0.05    ,0.36   ,-0.10    ,0.01
19930421   ,-0.59    ,0.27    ,0.07    ,0.01
19930422    ,0.33   ,-0.03    ,0.14    ,0.01
19930423    ,0.10    ,0.08   ,-0.14    ,0.01
19930426    ,0.47    ,0.21    ,0.15    ,0.01
19930427    ,0.12   ,-0.53    ,0.10    ,0.01
19930428    ,0.66    ,0.08    ,0.73    ,0.01
19930429    ,0.04    ,0.19   ,-0.12    ,0.01
19930430    ,1.16   ,-0.08    ,0.06    ,0.01
19930503    ,0.10    ,0.05    ,0.17    ,0.01
19930504    ,0.42   ,-0.01    ,0.04    ,0.01
19930505   ,-0.08    ,0.08    ,0.10    ,0.01
19930506    ,0.10    ,0.86    ,0.05    ,0.01
19930507   ,-0.26    ,0.50   ,-0.28    ,0.01
19930510   ,-0.74   ,-0.01   ,-0.32    ,0.01
19930511    ,0.33    ,0.96    ,0.12    ,0.01
19930512   ,-0.66    ,0.94    ,0.23    ,0.01
19930513   ,-0.18    ,0.32    ,0.28    ,0.01
19930514    ,0.70    ,0.32   ,-0.07    ,0.01
19930517   ,-0.28   ,-0.04   ,-0.04    ,0.01
19930518   ,-0.77    ,0.35    ,0.24    ,0.01
19930519    ,0.47    ,0.01   ,-0.08    ,0.01
19930520    ,0.12    ,0.06   ,-0.18    ,0.01
19930521    ,0.58   ,-0.14    ,0.07    ,0.01
19930524   ,-0.19    ,0.27    ,0.03    ,0.01
19930525    ,1.29    ,0.02   ,-0.11    ,0.01
19930526    ,1.15   ,-0.09   ,-0.51    ,0.01
19930527    ,1.60    ,0.14   ,-0.53    ,0.01
19930528    ,0.32    ,0.63    ,0.07    ,0.01
19930531   ,-0.74    ,0.48    ,0.10    ,0.01
19930601   ,-0.05    ,0.19   ,-0.09    ,0.01
19930602   ,-0.04   ,-0.14    ,0.07    ,0.01
19930603    ,0.95   ,-0.53    ,0.07    ,0.01
19930604   ,-1.31    ,0.55    ,0.13    ,0.01
19930607    ,0.64   ,-0.10   ,-0.23    ,0.01
19930608   ,-0.07   ,-0.11    ,0.04    ,0.01
19930609    ,0.08   ,-0.24    ,0.05    ,0.01
19930610    ,0.25   ,-0.07   ,-0.23    ,0.01
19930611    ,0.14   ,-0.02    ,0.00    ,0.01
19930614    ,0.66   ,-0.43   ,-0.40    ,0.01
19930615   ,-2.27    ,0.21   ,-0.07    ,0.01
19930616   ,-1.05   ,-0.21    ,0.33    ,0.01
19930617   ,-0.56    ,0.06   ,-0.09    ,0.01
19930618   ,-1.61    ,0.35    ,0.17    ,0.01
19930621   ,-2.47    ,0.03    ,0.40    ,0.01
19930622    ,0.53   ,-0.56   ,-0.14    ,0.01
19930623    ,1.19   ,-0.18   ,-0.41    ,0.01
19930624    ,0.53   ,-0.05   ,-0.42    ,0.01
19930625    ,1.26    ,0.19   ,-0.18    ,0.01
19930628    ,1.09   ,-0.29    ,0.04    ,0.01
19930629   ,-0.48    ,0.66    ,0.06    ,0.01
19930630   ,-0.88   ,-0.13   ,-0.08    ,0.01
19930701    ,1.04   ,-0.43    ,0.04    ,0.01
19930702   ,-1.25    ,0.70   ,-0.03    ,0.01
19930705   ,-0.38   ,-0.04   ,-0.05    ,0.01
19930706    ,0.18   ,-0.34    ,0.06    ,0.01
19930707    ,0.31   ,-0.17    ,0.08    ,0.01
19930708   ,-0.01   ,-0.34    ,0.12    ,0.01
19930709   ,-0.44   ,-0.23    ,0.05    ,0.01
19930712    ,0.28   ,-0.43    ,0.03    ,0.01
19930713    ,1.67   ,-0.81    ,0.00    ,0.01
19930714    ,0.47    ,0.09   ,-0.09    ,0.01
19930715   ,-0.63    ,0.25    ,0.15    ,0.01
19930716    ,0.78   ,-0.50    ,0.38    ,0.01
19930719   ,-0.43    ,0.49    ,0.12    ,0.01
19930720   ,-0.05    ,0.32   ,-0.02    ,0.01
19930721   ,-0.12   ,-0.05   ,-0.20    ,0.01
19930722    ,1.02   ,-0.78   ,-0.07    ,0.01
19930723   ,-1.65    ,0.75    ,0.05    ,0.01
19930726    ,0.57   ,-0.52    ,0.03    ,0.01
19930727    ,0.57   ,-0.51   ,-0.16    ,0.01
19930728    ,0.30    ,0.30    ,0.22    ,0.01
19930729    ,0.75   ,-1.02   ,-0.09    ,0.01
19930730    ,0.92   ,-0.10    ,0.02    ,0.01
19930802    ,0.97    ,0.11   ,-0.08    ,0.01
19930803    ,0.32    ,0.21    ,0.06    ,0.01
19930804    ,0.35   ,-0.21    ,0.13    ,0.01
19930805   ,-0.14    ,0.09    ,0.13    ,0.01
19930806    ,0.17    ,0.09    ,0.39    ,0.01
19930809   ,-0.09    ,0.08   ,-0.05    ,0.01
19930810   ,-0.27    ,0.00    ,0.08    ,0.01
19930811    ,1.31   ,-0.70    ,0.17    ,0.01
19930812    ,0.68   ,-0.13    ,0.35    ,0.01
19930813    ,0.53    ,0.06    ,0.33    ,0.01
19930816    ,0.98    ,0.10   ,-0.20    ,0.01
19930817    ,0.20   ,-0.09    ,0.07    ,0.01
19930818    ,0.48    ,0.51    ,0.10    ,0.01
19930819   ,-2.53    ,1.37   ,-0.09    ,0.01
19930820    ,0.67    ,0.06    ,0.24    ,0.01
19930823   ,-0.28   ,-0.07   ,-0.16    ,0.01
19930824   ,-0.35    ,0.14   ,-0.02    ,0.01
19930825   ,-0.29    ,0.03    ,0.18    ,0.01
19930826    ,0.89   ,-0.06   ,-0.02    ,0.01
19930827    ,0.95   ,-0.32    ,0.09    ,0.01
19930830    ,0.16   ,-0.24    ,0.20    ,0.01
19930831    ,0.05   ,-0.10   ,-0.29    ,0.01
19930901   ,-0.37    ,0.52   ,-0.04    ,0.01
19930902   ,-0.12    ,0.10   ,-0.02    ,0.01
19930903    ,1.22    ,0.03    ,0.15    ,0.01
19930906    ,0.03    ,0.17    ,0.10    ,0.01
19930907   ,-0.26    ,0.28   ,-0.09    ,0.01
19930908   ,-1.00    ,0.38   ,-0.06    ,0.01
19930909    ,0.13    ,0.17    ,0.20    ,0.01
19930910   ,-0.23    ,0.24    ,0.08    ,0.01
19930913    ,0.23   ,-0.52    ,0.15    ,0.01
19930914   ,-0.27    ,0.01    ,0.14    ,0.01
19930915   ,-0.22    ,0.40   ,-0.22    ,0.01
19930916   ,-0.19   ,-0.01   ,-0.19    ,0.01
19930917   ,-0.30   ,-0.11   ,-0.17    ,0.01
19930920   ,-0.29    ,0.18    ,0.08    ,0.01
19930921   ,-1.18   ,-0.21   ,-0.03    ,0.01
19930922   ,-0.64    ,0.14   ,-0.06    ,0.01
19930923    ,0.06   ,-0.11    ,0.12    ,0.01
19930924    ,0.12   ,-0.17    ,0.07    ,0.01
19930927    ,0.12    ,0.05    ,0.38    ,0.01
19930928    ,0.92   ,-0.34   ,-0.11    ,0.01
19930929   ,-0.23    ,0.09   ,-0.01    ,0.01
19930930   ,-0.63    ,0.05   ,-0.25    ,0.01
19931001    ,0.61   ,-0.27    ,0.02    ,0.01
19931004    ,0.52   ,-0.30   ,-0.03    ,0.01
19931005    ,0.35   ,-0.11    ,0.23    ,0.01
19931006    ,1.08   ,-0.43    ,0.05    ,0.01
19931007    ,0.06    ,0.19    ,0.20    ,0.01
19931008    ,0.24    ,0.18    ,0.01    ,0.01
19931011    ,0.05    ,0.06    ,0.15    ,0.01
19931012    ,0.02    ,0.20   ,-0.20    ,0.01
19931013   ,-0.39    ,0.09    ,0.03    ,0.01
19931014   ,-0.79    ,0.15   ,-0.15    ,0.01
19931015    ,0.75   ,-0.64    ,0.08    ,0.01
19931018   ,-0.46   ,-0.22    ,0.22    ,0.01
19931019   ,-0.11    ,0.07   ,-0.05    ,0.01
19931020    ,0.23   ,-0.05    ,0.00    ,0.01
19931021   ,-0.63    ,0.00   ,-0.08    ,0.01
19931022    ,0.55   ,-0.90    ,0.11    ,0.01
19931025   ,-0.20   ,-0.23   ,-0.14    ,0.01
19931026   ,-0.60    ,0.46    ,0.01    ,0.01
19931027   ,-0.66    ,0.55   ,-0.26    ,0.01
19931028   ,-0.23    ,0.60    ,0.13    ,0.01
19931029    ,0.59   ,-0.84   ,-0.08    ,0.01
19931101    ,0.00    ,0.30    ,0.07    ,0.01
19931102    ,0.19   ,-0.21    ,0.01    ,0.01
19931103    ,0.30    ,0.35    ,0.09    ,0.01
19931104   ,-1.19    ,0.55   ,-0.14    ,0.01
19931105   ,-1.56    ,0.37   ,-0.36    ,0.01
19931108    ,0.34   ,-0.52    ,0.11    ,0.01
19931109   ,-1.33    ,0.70    ,0.06    ,0.01
19931110    ,0.12   ,-0.21   ,-0.03    ,0.01
19931111    ,0.36   ,-0.27   ,-0.09    ,0.01
19931112    ,1.58   ,-0.65   ,-0.09    ,0.01
19931115   ,-1.25    ,0.75    ,0.09    ,0.01
19931116    ,0.05   ,-0.31    ,0.02    ,0.01
19931117   ,-0.06    ,0.15    ,0.21    ,0.01
19931118   ,-0.06   ,-0.35   ,-0.14    ,0.01
19931119   ,-1.18    ,0.61    ,0.04    ,0.01
19931122   ,-1.87    ,1.53   ,-0.44    ,0.01
19931123   ,-0.06   ,-0.30   ,-0.23    ,0.01
19931124   ,-0.64    ,0.48    ,0.07    ,0.01
19931125    ,0.27   ,-0.68    ,0.40    ,0.01
19931126   ,-1.79    ,1.00    ,0.38    ,0.01
19931129   ,-2.47    ,1.71    ,0.47    ,0.01
19931130    ,0.89   ,-1.04    ,0.02    ,0.01
19931201    ,2.92   ,-2.11   ,-0.13    ,0.01
19931202    ,0.99    ,0.28    ,0.10    ,0.01
19931203    ,0.30    ,0.07    ,0.03    ,0.01
19931206   ,-0.33    ,1.10    ,0.16    ,0.01
19931207    ,0.28   ,-0.66    ,0.35    ,0.01
19931208   ,-0.97    ,0.72    ,0.17    ,0.01
19931209    ,1.67   ,-1.22    ,0.06    ,0.01
19931210    ,0.49    ,0.06    ,0.41    ,0.01
19931213    ,0.17   ,-0.14    ,0.12    ,0.01
19931214   ,-0.90    ,0.76    ,0.10    ,0.01
19931215   ,-0.23    ,0.06    ,0.15    ,0.01
19931216    ,1.35   ,-0.42    ,0.14    ,0.01
19931217    ,0.64   ,-0.44   ,-0.06    ,0.01
19931220   ,-1.06    ,0.94    ,0.39    ,0.01
19931221   ,-0.30    ,0.20    ,0.25    ,0.01
19931222    ,0.88   ,-0.19    ,0.02    ,0.01
19931223    ,0.55    ,0.20   ,-0.06    ,0.01
19931224   ,-0.60    ,0.55   ,-0.01    ,0.01
19931227   ,-0.67    ,0.60    ,0.30    ,0.01
19931228    ,0.76   ,-0.61    ,0.06    ,0.01
19931229   ,-0.65   ,-0.08   ,-0.18    ,0.01
19931230    ,0.42   ,-0.31    ,0.16    ,0.01
19931231   ,-0.03    ,0.40    ,0.05    ,0.01
19940103   ,-0.02    ,0.33    ,0.42    ,0.01
19940104    ,0.56    ,0.41    ,0.15    ,0.01
19940105    ,0.23    ,0.37    ,0.23    ,0.01
19940106    ,0.19    ,0.19   ,-0.22    ,0.01
19940107    ,1.11   ,-0.09    ,0.07    ,0.01
19940110    ,0.66    ,0.18    ,0.15    ,0.01
19940111   ,-0.24    ,0.37    ,0.50    ,0.01
19940112    ,0.04    ,0.43    ,0.20    ,0.01
19940113   ,-0.67    ,0.33   ,-0.22    ,0.01
19940114    ,1.32   ,-0.44    ,0.15    ,0.01
19940117    ,0.07    ,0.57    ,0.37    ,0.01
19940118    ,0.43    ,0.32   ,-0.03    ,0.01
19940119    ,1.09   ,-0.51    ,0.00    ,0.01
19940120    ,0.27   ,-0.03    ,0.01    ,0.01
19940121    ,0.17   ,-0.46   ,-0.26    ,0.01
19940124   ,-2.01    ,1.25    ,0.30    ,0.01
19940125    ,0.93   ,-0.50    ,0.31    ,0.01
19940126    ,1.27   ,-0.78    ,0.21    ,0.01
19940127    ,0.73    ,0.38    ,0.43    ,0.01
19940128   ,-0.81    ,0.17    ,0.40    ,0.01
19940131    ,4.52   ,-2.53    ,0.53    ,0.01
19940201    ,0.80    ,0.07    ,0.18    ,0.01
19940202   ,-0.46    ,0.65    ,0.30    ,0.01
19940203   ,-0.83    ,0.47    ,0.03    ,0.01
19940204   ,-0.83    ,0.13    ,0.38    ,0.01
19940207   ,-0.96   ,-0.04   ,-0.34    ,0.01
